Jan van Call I,
Harry Callahan,
Sir Augustus Wall Callcott,
Sophie Calle,
Mary Callery,
Antoine Francois Callet,
Jacques Callot,
William Callow,
Aldo Calo,
Abraham van Calraet,
Adolphe-Felix Cals,
Claude Calthrop,
Denys Calvaert,
Charles Calverley,
Charles Calvert,
Edward Calvert,
Guillermo Calzadilla,
Pier Paolo Calzolari,
Sergio Camargo,
Luca Cambiaso,
Camelio,
Camelote,
James Cameron,
John Cameron,
Julia Margaret Cameron,
Sir David Cameron,
Nicholas S. Cammillieri,
Nicolas Cammillieri,
Charles Camoin,
Jeffery Camp,
Girolamo Campagna,
Domenico Campagnola,
Giulio Campagnola,
Pedro de Campana,
Isabella Frowe Campbell,
James Campbell,
Steven Campbell,
Jacob van Campen,
Heinrich Campendonk,
Govert Dircksz Camphuysen,
Antonio Campi,
Bernardino Campi,
Giulio Campi,
Vincenzo Campi,
Massimo Campigli,
Robert Campin,
Federico del Campo,
Peter Campus,
Vincenzo Camuccini,
Canaletto,
Alonso Cano,
Ramon Cano Manilla,
Antonio Canova,
Remigio Cantagallina,
Simone Cantarini,
Domenico Cantatore,
Thomas Canty,
Domenico Maria Canuti,
Cao Fei,
Robert Capa,
Puccio Capanna,
Paul Caponigro,
Bartolommeo Caporali,
Jan van de Cappelle,
Carmelo Cappello,
Leonetto Cappiello,
Kenneth Capps,
Domenico Capriolo,
Rupert Carabin,
Giovanni Battista Caracciolo,
Caradosso,
Armand-Charles Caraffe,
Gian Jacopo Caraglio,
Caravaggio,
Polidoro da Caravaggio,
Louis Caravaque,
Giovanni Bernardo Carbone,
Filippo Carcano,
Frederick Carder,
Janet Cardiff,
Maria Fernanda Cardoso,
Bartolommeo Carducci,
Vincenzo Carducci,
Giovanni Cariani,
Etienne Carjat,
Arthur B. Carles,
Anne Carleton,
Luca Carlevaris,
George Carline,
Richard Carline,
George Howard, Ninth Earl of Carlisle,
Carlo Carloni,
Emil Carlsen,
John Fabian Carlson,
Ken Carlson,
Jean Carlu,
Franklin Carmichael,
John Wilson Carmichael,
Johann Hermann Carmiencke,
Louis de Carmontelle,
Antonio Carneo,
Fra Carnevale,
Antonio Carnicero,
Sir Anthony Caro,
Carolus-Duran,
Antoine Caron,
Paul Caron,
Nicolas Carone,
Angelo Caroselli,
Giovanni Francesco Caroto,
Vittore Carpaccio,
Jean-Baptiste Carpeaux,
Ed Carpenter,
Francis Bicknell Carpenter,
The Carpenter Painter,
Giulio Carpioni,
Emily Carr,
Carlo Carra,
Agostino Carracci,
Annibale Carracci,
Antonio Carracci,
Lodovico Carracci,
Mario Carreno,
Juan Carreno de Miranda,
Albert-Ernest Carrier-Belleuse,
Rosalba Carriera,
Eugene Carriere,
Dora Carrington,
Leonora Carrington,
Lewis Carroll,
Michael Carroll,
Laurent Cars,
J.H. Carse,
Pierre Cartellier,
Virginia Carten,
Clarence Holbrook Carter,
Hugh Carter,
Keith Carter,
Henri Cartier-Bresson,
Isabel Branson Cartwright,
Carl Gustav Carus,
Flavio de Carvalho,
Thomas Carwitham,
Andrea Casali,
Giovanni Casanova,
Juan Vila Casas,
Andrea Cascella,
John William Casilear,
Felice Casorati,
Cassandre,
Frank Cassara,
Mary Cassatt,
Henry C. Casselli Jr.,
Shaun Cassidy,
Bruno Cassinari,
A.J. Casson,
Joao Batista Castagneto,
Gabriele Castagnola,
Enrico Castellani,
Alfio Castelli,
Bernardo Castello,
Valerio Castello,
Federico Castellon,
Giovanni Benedetto Castiglione,
Giuseppe Castiglione,
Jose del Castillo,
Antonio Castillo y Saavedra,
James Castle,
Wendell Castle,
Franz Ludwig Catel,
Mark Catesby,
Elizabeth Catlett,
George Catlin,
Jacob Cats,
Danese Cattaneo,
Maurizio Cattelan,
Eugene Henri Cauchois,
Patrick Caulfield,
Louis de Caullery,
Rolf Cavael,
Emiliano Di Cavalcanti,
Cosimo Cavallaro,
Pietro Cavallini,
Bernardo Cavallino,
Giacomo Cavedone,
Claude-Augustin Cayot,
Philippe Caza,
Pierre-Jacques Cazes,
Jean-Charles Cazin,
Marie Cazin,
Cecco del Caravaggio,
Adriano Cecioni,
Gustaf Cederstrom,
Benvenuto Cellini,
Vija Celmins,
Giuseppe Ceracchi,
Michelangelo Cerquozzi,
Giacomo Ceruti,
Yreina Cervantez,
Cesar,
Cesare da Sesto,
Giuseppe Cesari,
Mark Cesark,
Bartolomeo Cesi,
Paul Cezanne,
Paul Chabas,
Lucille Chabot,
Helen Chadwick,
Lynn Chadwick,
William Chadwick,
Marc Chagall,
Edgar Chahine,
Jefferson David Chalfant,
F.S. Challener,
Alfred Chalon,
Henry Bernard Chalon,
John Chamberlain,
Samuel Chamberlain,
George Chambers,
Thomas Chambers,
Jean-Baptiste de Champaigne,
Philippe de Champaigne,
Benjamin Champney,
James Wells Champney,
Paul Chan,
Chan Hongshou,
Joseph Goodhue Chandler,
Winthrop Chandler,
Douglas Chandor,
Coco Chanel,
Chang Chi-shu,
Chang Jin,
Chang Shuhong,
Sir Francis Legatt Chantrey,
Chao Shao'ang,
Nicolas Chaperon,
James Chapin,
Lucy Grosvenor Chapin,
Charles Chaplin,
Mary Millicent Chaplin,
Conrad Wise Chapman,
Dinos Chapman,
Jake Chapman,
John Gadsby Chapman,
Minerva Chapman,
Alonzo Chappel,
Henri Michel Antoine Chapu,
Jean-Baptiste-Simeon Chardin,
James Charles,
Michael Ray Charles,
Sarah Charlesworth,
Frantz Charlet,
Nicolas-Toussaint Charlet,
Jacques Charlier,
Jean Charlot,
Alan Charlton,
Victor Charreton,
Ernesto Charton de Treville,
Theobald Chartran,
Adelaide Cole Chase,
Louisa Chase,
Richard Chase,
William Merritt Chase,
Theodore Chasseriau,
Jean Baptiste Claude Chatelain,
Russell Chatham,
Clarence K. Chatterton,
Antoine-Denis Chaudet,
Pierre-Athanase Chauvin,
Jose Chavez Morado,
Georges Chavignaud,
Asa Cheffetz,
Chen Banding,
Chen Chi,
Chen Danqing,
Chen Fushan,
Chen Hengque,
Chen Kuan,
Chen Ping,
Chen Qiucao,
Chen Rong,
Chen Tiegeng,
Chen Yanning,
Chen Yanqiao,
Chen Yifei,
Chen Yusheng,
Chen Zhifo,
Chen Ziyi,
Paul Chenavard,
Cheng Conglin,
Cheng Shifa,
Cheng Zhang,
Sandro Cherchi,
Mykhailo Chereshnovsky,
Jules Cheret,
Francesco Antonio del Cherico,
Nicolas Chevalier,
Chi'i Pai-shih,
Sandro Chia,
Giuseppe Chiari,
Judy Chicago,
The Chicago Painter,
Francois-Nicolas Chifflart,
Dale Chihuly,
James Warren Childe,
Eduardo Chillida,
Jacopo Chimenti,
The Chimera Painter,
Mel Chin,
Joseph Chinard,
George Chinnery,
Marie Z. Chino,
Antoine Chintreuil,
Chipman,
Chobunsai Eishi,
Daniel Nikolaus Chodowiecki,
Adam Chodzko,
Choensai Eishin,
Choi Sokhwan,
Eishosai Choki,
Chokosai Eisho,
Shen Chou,
Albert William Christ-Janer,
William Christenberry,
C.C.A. Christensen,
Dan Christensen,
James C. Christensen,
Hans Christiansen,
Rasmus Christiansen,
Robert Duncan Christie,
Carl-Ludwig Christinek,
Christo,
Ernest Christophe,
Petrus Christus,
Howard Chandler Christy,
Chryssa,
Frederic Edwin Church,
Frederick Stuart Church,
Winston Spencer Churchill,
Thomas Churchyard,
Gonzalo Cienfuegos Browne,
Carlo Cignani,
Lodovico Cigoli,
Cimabue,
Virginio Ciminaghi,
Francesco Romulo Cincinato,
Valerio Cioli,
Giovanni Battista Cipriani,
Niccolo Circignani,
Antonio Cirino,
Minna Wright Citron,
Mikalojus Ciurlionis,
Vincenzo Civerchio,
Matteo Civitale,
Bruno Civitico,
Pieter Claeissens I,
David Claerbout,
Pieter Claesz,
Richard Clague,
Georges Clairin,
Corwin Clairmont,
William Henry Clapp,
George Clare,
Alson Skinner Clark,
Alvan Clark,
Claude Clark,
Joseph Clark,
Kate Freeman Clark,
Larry Clark,
Lygia Clark,
Paraskeva Clark,
Thomas Clark,
Geoffrey Clarke,
Harry Clarke,
John Clem Clarke,
Lady Edna Clarke Hall,
Claude Lorrain,
Camille Claudel,
Antoine Claudet,
Emile Claus,
Claus de Werve,
Joaquin Clausell,
C. Clausen,
Franciska Clausen,
Sir George Clausen,
Antonio Clave,
Marshall Claxton,
Gertrude des Clayes,
Alice Cleaver,
J.F. Clemens,
Francesco Clemente,
Clemente da Urbino,
Hendrik de Clerck,
Lucien Clergue,
Jean-Jacques Clerion,
Charles-Louis Clerisseau,
Jean Baptiste Clesinger,
Joos van Cleve,
Franz Cleyn,
Charles Clifford,
Winfield Scott Clime,
George Clint,
Clodion,
Chuck Close,
May Lewis Close,
Claude Closky,
William Baxter Closson,
John Greenleaf Cloudman,
Francois Clouet,
Jean Clouet the Younger,
Prunella Clough,
Giorgio Giulio Clovio,
Edmund Coates,
George Coates,
Alvin Langdon Coburn,
Frank Coburn,
Leon-Matthieu Cochereau,
Charles-Nicolas Cochin the Younger,
Malcolm Cochran,
Hieronymus Cock,
Jan De Cock,
Jan Wellens de Cock,
Matthys Cock,
Jean Cocteau,
Viviano Codazzi,
Pieter Codde,
Charles Codman,
Elias V. Coe,
Ethel Louise Coe,
Sue Coe,
Claudio Coello,
Leon Cogniet,
Bernard Cohen,
Jules Coignet,
Peter Coker,
Cola Dell'Amatrice,
Sir William Coldstream,
George Vicat Cole,
J. Foxcroft Cole,
Thomas Cole,
Timothy Cole,
Willie Cole,
Charles Caryl Coleman,
Michael Coleman,
Robert Colescott,
Warrington Colescott,
Joseph Clement Coll,
Ettore Colla,
Adriaen Collaert,
Francisco Collantes,
Raphael Collazo,
John Collet,
Edwaert Collier,
John Collier,
Samuel Collings,
Cecil Collins,
Charles Collins,
Charles Allston Collins,
William Collins,
James Collinson,
Mat Collishaw,
Marie-Anne Collot,
Samuel Colman 1780-1845,
Samuel Colman 1832-1920,
Michel Colombe,
Joe Colombo,
Adam Colonia,
Alexander Colquhoun,
Robert Colquhoun,
William Robert Colton,
Alex Colville,
Marta Colvin Andrade,
Charlotte Buell Coman,
Simon Combes,
The Conant Limner,
Sebastiano Conca,
Eduardo Conde,
Charles Conder,
George Condo,
Davis Cone,
Marvin Cone,
Giambattista Cima da Conegliano,
William Congdon,
Gillis Congnet,
David de Coninck,
Gillis van Coninxloo,
John Connah,
Philip Connard,
Sybil Connell,
Bruce Conner,
Lois Conner,
Stephen Conroy,
Pietro Consagra,
John Constable,
Lionel Bicknell Constable,
Benjamin Constant,
Dimitrios Constantin,
Barrie Cook,
Beryl Cook,
Ethel Cook,
Gladys Emerson Cook,
Howard Cook,
Lia Cook,
William Cook of Plymouth,
Barrie Cooke,
Edward William Cooke,
George Cooke,
L.M. Cooke,
C.M. Coolidge,
Abraham Cooper,
Alfred Egerton Cooper,
Colin Campbell Cooper,
Emma Lampert Cooper,
George Cooper,
Samuel Cooper,
Thomas Sidney Cooper,
Washington Bogart Cooper,
William Cooper,
Richard Cooper Jr.,
Dirck Volkertszoon Coornhert,
Adriaen Coorte,
Charles West Cope,
George Cope,
Sir Arthur Stockdale Cope,
John Coplans,
John Singleton Copley,
Fern Isabel Coppedge,
Coppo di Marcovaldo,
Gonzales Coques,
Matthew Ridley Corbet,
Edward Corbett,
Jon Corbino,
Henry Corbould,
Richard Corbould,
Le Corbusier,
Charles Henri Joseph Cordier,
Nicolas Cordier,
Thierry De Cordier,
Belisario Corenzio,
Lovis Corinth,
The Corinthianizing Painter,
Bartolomeo Coriolano,
Fernand Cormon,
Michele Felice Corne,
Corneille,
Jean-Baptiste Corneille,
Corneille de Lyon,
Peter von Cornelius,
Joseph Cornell,
Thomas Cornell,
Paul Cornoyer,
Dean Cornwell,
Jean-Baptiste-Camille Corot,
Antonio Corradini,
Correggio,
Cornelius Cort,
Edouard Cortes,
Jean-Pierre Cortot,
Domenico Corvi,
Stanley Cosgrove,
Francesco del Cossa,
Jan Cossiers,
Artur Timoteo da Costa,
Giovanni Costa,
Lorenzo Costa,
Olga Costa,
Placido Costanzi,
Gordon Coster,
John E. Costigan,
Maria Cosway,
Richard Cosway,
Pierre-Auguste Cot,
Colijn de Coter,
Francis Cotes,
Frederic George Cotman,
John Joseph Cotman,
John Sell Cotman,
Charles Cottet,
Daniel Cottier,
Robert Cottingham,
Louis-Charles-Auguste Couder,
Noel Counihan,
William Couper,
Gustave Courbet,
Joseph-Desire Court,
Franklin C. Courter,
Guillaume Courtois,
Jacques Courtois,
Eanger Irving Couse,
Jean Cousin the Elder,
Henri-Nicolas Cousinet,
Samuel Cousins,
Nicolas Coustou,
Guillaume Coustou the Elder,
Lucie Cousturier,
Thomas Couture,
Philibert-Leon Couturier,
Miguel Covarrubias,
Eileen Cowin,
Russell Cowles,
Frank Cowper,
David Cox,
Gardner Cox,
John Rogers Cox,
Kenyon Cox,
Stephen Cox,
Tim Cox,
Walter I. Cox,
Michiel van Coxcie,
Lee Brown Coye,
Petah Coyne,
Antoine Coypel,
Charles-Antoine Coypel,
Noel Coypel,
Antoine Coysevox,
Alexander Cozens,
John Robert Cozens,
Giacomo Cozzarelli,
Guidoccio Cozzarelli,
Marmaduke Cradock,
Josse van Craesbeeck,
Kinuko Y. Craft,
Tony Cragg,
Michael Craig-Martin,
Lucas Cranach the Elder,
Lucas Cranach the Younger,
John Cranch,
Anne Crane,
Bruce Crane,
Walter Crane,
Toller Cranston,
Len Crawford,
Ralston Crawford,
Thomas Crawford,
Joseph Crawhall,
John Craxton,
Gaspar de Crayer,
Martin Creed,
Giovan Battista Crema,
Daniele Crespi,
Giovanni Battista Crespi,
Giuseppe Maria Crespi,
William Nicoll Cresswell,
Thomas Creswick,
Donato Creti,
Conrad Faber von Creuznach,
Antonio Leonelli da Crevalcore,
Gregory Crewdson,
Francis Criss,
Joshua Cristall,
Warren Criswell,
Catherine Critcher,
Allan Rohan Crite,
Carlo Crivelli,
Vittorio Crivelli,
Simone dei Crocefissi,
Jean de la Croix I,
Georg-Heinrich Crola,
John Crome,
Joane Cromwell,
Ray Crooke,
Anthonie Jansz. van der Croos,
Jasper Francis Cropsey,
Giovanni Battista Crosato,
Dorothy Cross,
Henri-Edmond Cross,
Dr. William Crotch,
Eyre Crowe,
William Crozier,
William Cruickshank,
George Cruikshank,
Isaac Cruikshank,
Robert Crumb,
Woody Crumbo,
William Crutchfield,
Emilio Cruz,
Juan Pantoja de la Cruz,
Carlos Cruz-Diez,
Istvan Csok,
Tivadar Csontvary Kosztka,
Enzo Cucchi,
Edward Cucuel,
Jose Luis Cuevas,
George Cuitt Jr.,
Maurice Galbraith Cullen,
Johann M. Culverhouse,
Michael Cummings,
Thomas Seir Cummings,
Charles Cundall,
Rinaldo Cuneo,
Ben Cunningham,
Earl Cunningham,
Imogen Cunningham,
Greg Curnoe,
Francesco Curradi,
Charles Courtney Curran,
Ken Currie,
Currier and Ives,
John Currin,
John Steuart Curry,
Edward S. Curtis,
Philip Curtis,
R.W. Curtis,
Eleanor Parke Custis,
Eugene Cuvelier,
Frans Cuyck Van Myerop,
Aelbert Cuyp,
Benjamin Gerritsz. Cuyp,
Jacob Gerritz. Cuyp,
Theodore Caruelle d'Aligny,
Pierre Jean David d'Angers,
Allan D'Arcangelo,
Jacques d'Arthois,
Prosper d'Epinay,
Georges d'Espagnat,
Melchior d'Hondecoeter,
Evrard d'Orleans,
Achille D'Orsi,
Leon Dabo,
Milton Dacosta,
Richard Dadd,
Bernardo Daddi,
Jan Frans van Dael,
Pascal-Adolphe-Jean Dagnan-Bouveret,
Louis Daguerre,
Johan Christian Dahl,
Michael Dahl,
Louise Dahl-Wolfe,
Elliott Daingerfield,
Cornelis van Dalem,
Salvador Dali,
Nicholas Thomas Dall,
Jacobello Dalle Masegne,
Giovanni Dalmata,
Luis Dalmau,
Jules Dalou,
Christen Dalsgaard,
Sven Dalsgaard,
Richard Dalton,
Anne Seymour Damer,
Fra Dana,
Francis Danby,
Ken Danby,
George Dance II,
Sir Nathaniel Dance-Holland,
Cesare Dandini,
Michel-Francois Dandre-Bardon,
Bartholomew Dandridge,
Josef Danhauser,
Thomas Daniell,
William Daniell,
Rene Daniels,
Henri-Pierre Danloux,
Vincenzo Danti,
Nassos Daphnis,
Hanne Darboven,
Henry F. Darby,
Jacques Daret,
Jean Daret,
Henry Darger,
The Darius Painter,
Felix Octavius Carr Darley,
Robin Darwin,
Andrew Dasburg,
Charles-Francois Daubigny,
Adolf Daucher,
Jean Daulle,
Honore Daumier,
C. Edmond Daux,
Adrien Dauzats,
Ian Davenport,
Charles David,
Gerard David,
Jacques-Louis David,
Michael David,
Bruce Davidson,
Dennis Davidson,
Jo Davidson,
Alan Davie,
Arthur Bowen Davies,
David Davies,
John Davies,
Kenneth Davies,
T. Davies,
Charles Harold Davis,
Don Davis,
Douglas Davis,
Emma Earlenbaugh Davis,
Gene Davis,
Henry William Banks Davis,
John Scarlett Davis,
Joseph H. Davis,
Richard Thomas Davis,
Ronald Davis,
Stuart Davis,
Ulysses Davis,
William Davis,
Leila Daw,
George Dawe,
Edwin Dawes,
Janet Dawson,
Manierre Dawson,
Montague Dawson,
John Dawson-Watson,
Forshaw Day,
Francis Day,
Edward Dayes,
Berlinde De Bruyckere,
Giorgio de Chirico,
De Es,
Roy De Forest,
Peter de Francia,
Sir Roger de Grey,
Franklin de Haven,
Gustave Leonard de Jonghe,
Elaine Fried de Kooning,
Willem de Kooning,
Anthonie de Lorme,
Philippe Jacques de Loutherbourg,
Walter De Maria,
Baron Adolf Gayne de Meyer,
Cathy de Monchaux,
Evelyn de Morgan,
William de Morgan,
Robert de Niro Sr.,
Filippo de Pisis,
Jose de Rivera,
Nicholas de Stael,
Auke de Vries,
Samuel de Wilde,
Peter de Wint,
Peter de Witte,
Jacopo de'Barbari,
Ercole de'Roberti,
James Deacon,
Richard Deacon,
Lajos Deak-Ebner,
Edwin Deakin,
Roger Dean,
Tacita Dean,
John DeAndrea,
John Deare,
Henry Golden Dearth,
Charles Deas,
Edouard Debat-Ponsan,
Olivia DeBerardinis,
Louis-Philibert Debucourt,
Joseph DeCamp,
Ralph E. DeCamp,
Alexandre-Gabriel Decamps,
Roy DeCarava,
Joseph Decker,
Jose DeCreeft,
Julio deDiego,
Jay DeFeo,
Leonard Defrance,
Edgar Degas,
William Degouve de Nuncques,
V. DeGrailly,
Alice Preble Tucker Dehaas,
Adolf Dehn,
Dorothy Dehner,
Alfred Dehodencq,
Ad Dekkers,
Eugene Delacroix,
William Alfred Delamotte,
Beauford Delaney,
Joseph Delaney,
Tony Delap,
Paul Delaroche,
Jules-Elie Delaunay,
Robert Delaunay,
Sonia Delaunay,
Etienne Delaune,
C. Edmund Delbos,
Dirck van Delen,
Willem Jacobsz Delff,
Delfino,
Jeremy Deller,
Charles Edouard Delort,
Hippolyte-Camille Delpy,
Paul Delvaux,
Jean Delville,
Wim Delvoye,
Jacques-Francois Delyen,
Thomas Demand,
Jean-Louis Demarne,
Gilles Demarteau,
John S. DeMartelly,
Joseph deMartini,
Charles Demuth,
Agnes Denes,
John Charles Denham,
Maurice Denis,
The Denison Limner,
Balthasar Denner,
Stephen Poyntz Denning,
Michael Dennis,
Robyn Denny,
Baron Dominique Vivant Denon,
Fortunato Depero,
Ferdinand Deppe,
Andre Derain,
William Derby,
Don Dernovich,
Rene Derouin,
Claude Deruet,
David Des Granges,
Marcellin Gilbert Desboutin,
Frank H. Desch,
Charles-Melchior Descourtis,
Blaise Alexandre Desgoffe,
Eugene Deshayes,
Jean-Baptiste Deshays,
Vincent Desiderio,
Desiderio da Settignano,
Martin Desjardins,
Charles Despiau,
Alexandre-Francois Desportes,
Louis-Jean Desprez,
Louis Paul Dessar,
Michele Desubleo,
Edouard Detaille,
Edward Julius Detmold,
Henry-Julien Detouche,
Ludwig Deutsch,
Andre Devambez,
Walter Howell Deverell,
Achille Deveria,
Eugene Deveria,
Louis-Theodore Devilly,
Anthony Devis,
Arthur Devis,
John Devoto,
Gennie DeWeese,
Robert DeWeese,
Charles Melville Dewey,
Maria Oakey Dewing,
Thomas Wilmer Dewing,
Walter Dexel,
Henry Dexter,
Theophile-Louis Deyrolle,
Vincent Di Fate,
Mark di Suvero,
Thornton Dial Sr.,
Dr. Hugh Welch Diamond,
Benedetto Diana,
Narcisse-Virgile Diaz de la Pena,
Jan Dibbets,
Sir William Reid Dick,
Robert Dickerson,
Anson Dickinson,
Edwin Dickinson,
Preston Dickinson,
Sidney E. Dickinson,
Sir Frank Dicksee,
Thomas Francis Dicksee,
Jane Dickson,
Philip-Lorca diCorcia,
Richard Diebenkorn,
Diego de Pesquera,
Abraham van Diepenbeeck,
Abraham Diepraam,
Adelheid Dietrich,
Adolf Dietrich,
Christian Wilhelm Ernst Dietrich,
Peggy Diggs,
Richard Dighton,
Robert Dighton,
Mary Dignam,
Floris van Dijck,
Rineke Dijkstra,
Laddie John Dill,
Lesley Dill,
Burgoyne Diller,
Diller and Scofidio,
Rick Dillingham,
Johann Georg von Dillis,
John Cox Dillman Engleheart,
Braco Dimitrijevic,
Jim Dine,
James Dinerstein,
Etienne Dinet,
Ding Cong,
Ding Yanyong,
Ding Yunpeng,
Kim Dingle,
Johann Melchior Dinglinger,
Harvey Dinnerstein,
Stephen Dinsmore,
Mark Dion,
Dionisii,
Christian Dior,
Nicolas Dipre,
Andre-Adolphe Eugene Disderi,
Eugenio Dittborn,
Eulabee Dix,
Otto Dix,
Don Dixon,
Maria Dixon,
Maynard Dixon,
William Dixon,
Gaspare Diziani,
Giovanni Do,
Frank Dobson,
William Dobson,
William Charles Thomas Dobson,
Mstislav Dobuzhinsky,
Daniel Dodd,
Francis Dodd,
Lamar Dodd,
Robert Dodd,
William DeLeftwich Dodge,
Theo van Doesburg,
Burhan Dogancay,
Kaigetsudo Dohan,
Stevan Dohanos,
Willie Doherty,
Peter Doig,
Robert Doisneau,
Elizabeth Dolan,
Carlo Dolci,
John Henry Dolph,
Carl Ritter von Dombrowski,
Domenichino,
Domenico da Tolmezzo,
Domenico De'Cori,
Domenico del Barbiere,
Domenico di Bartolo,
Domenico di Michelino,
Domenico di Paris,
Domenico Veneziano,
Jean-Gabriel Domergue,
Oscar Dominguez,
Gino de Dominicis,
Rita Donagh,
Vic Donahue,
Antony Donaldson,
Janos Donat,
Donatello,
Enrico Donati,
Gerard Donck,
Michele Oka Doner,
Dong Qichang,
Dionys van Dongen,
Kees van Dongen,
Antonio Donghi,
Georg Raphael Donner,
Lynn Donoghue,
Gaines Ruger Donoho,
Tara Donovan,
Amos Doolittle,
Bev Doolittle,
Lambert Doomer,
Frans van Doornik,
Piero Dorazio,
Gustave Dore,
Istvan Dorfmeister,
Johann Dorner,
Carlos Dorrien,
Francisco Dosamantes,
Battista Dossi,
Dosso Dossi,
Gerrit Dou,
Paul Dougherty,
Alice Doughten,
Thomas Doughty,
William Doughty,
Aaron Douglas,
Edwin Douglas,
Sir William Fettes Douglas,
Stan Douglas,
Douris,
Charles Doutney,
Arthur Dove,
Arthur Wesley Dow,
Robert Dowling,
Ebenezer Newman Downard,
Rackstraw Downes,
Tom Downing,
John Downman,
Gabriel-Francois Doyen,
Charles Altamont Doyle,
Richard Doyle,
Herbert Draper,
William Franklin Draper,
Johann Baptist Drechsler,
Christopher Dresser,
Alfred de Dreux,
Clement Drew,
Werner Drewes,
Clarice Dreyer,
Elsie Driggs,
Martin Drolling,
Cornelius Droochsloot,
Joost Cornelisz. Droochsloot,
Willem Drost,
Francois-Hubert Drouais,
Jean-Germain Drouais,
Edouard Drouot,
Arthur Drummond,
Malcolm Drummond,
Samuel Drummond,
Alfred Drury,
Chris Drury,
Russell Drysdale,
Maxime Du Camp,
George Du Maurier,
Du Ziling,
Jacques Dubois,
Paul Dubois,
Alexandre-Jean Dubois-Drahonet,
Pierre Dubreuil,
Toussaint Dubreuil,
Victor Dubreuil,
Claude-Marie Dubufe,
Louis-Edouard Dubufe,
Jean Dubuffet,
Duccio di Buoninsegna,
Marcel Duchamp,
Raymond Duchamp-Villon,
Jacob Duck,
Joseph Ducreux,
Rose Adelaide Ducreux,
Louis Ducros,
Frank V. Dudley,
Marcello Dudovich,
Ernest Duez,
Edward Dufner,
Charles Dufresne,
Jean Dufy,
Raoul Dufy,
Thomas Cantrell Dugdale,
Gaspard Dughet,
Edward Dugmore,
Karel Dujardin,
Edmund Dulac,
Marlene Dumas,
Pierre Louis Dumesnil the Younger,
Frank Dumond,
Pierre Dumonstier,
Francois Dumont,
Jacques-Edme Dumont,
Jean Dunand,
Evelyn Dunbar,
Harold Crocker Dunbar,
Augustus Dunbier,
Edward Duncan,
John Duncan,
Thomas Duncan,
Robert Scott Duncanson,
Douglas Dundas,
Carroll Dunham,
Balthazar Anton Dunker,
William Dunlap,
Ronald Ossory Dunlop,
Robert Spear Dunning,
Andre Dunoyer de Segonzac,
William Herbert Dunton,
Max Dupain,
Francoise Duparc,
Jean Dupas,
Joseph-Siffred Duplessis,
Gainsborough Dupont,
Domenico Dupra,
Giovanni Dupre,
Guillaume Dupre,
Jules Dupre,
Julien Dupre,
Leon-Victor Dupre,
Georges Dupuis,
Francois Duquesnoy,
Suzanne Duranceau,
Asher B. Durand,
John Durand,
Louis-Emile Durandelle,
Fortunato Duranti,
Terence Duren,
Albrecht Durer,
Jimmie Durham,
Joseph Durham,
George Henry Durrie,
Cornelis Dusart,
Jehan Duseigneur,
Walter Dusenbery,
Jeanne Duval,
Marc Duval,
Louis Duveau,
Elizabeth Lyman Boott Duveneck,
Frank Duveneck,
Theophile-Emmanuel Duverger,
Jean Duvet,
Gerardus Duyckinck,
Pieter Duyfhuysen,
Willem Cornelisz. Duyster,
Mabel Dwight,
Nancy Dwyer,
William Dyce,
Charles Gifford Dyer,
Nancy Dyer,
Friedel Dzubas,
The Eagle Painter,
Susan Macdowell Eakins,
Thomas Eakins,
Charles Eames,
Ray Eames,
Joan Eardley,
Maud Earl,
Ralph Earl,
Ralph Eleaser Whiteside Earl,
Augustus Earle,
Eyvind Earle,
Richard Earlom,
Sir Alfred East,
Sir Charles Lock Eastlake,
Emily Eastman,
Rico Eastman,
Seth Eastman,
Charles Harry Eaton,
Charles Warren Eaton,
William B. Eaton,
Wyatt Eaton,
Abastenia St. Leger Eberle,
Charles Ebert,
Mary Roberts Ebert,
Josef Eberz,
Kerr Eby,
Christian Eckart,
Christoffer Wilhelm Eckersberg,
Eden Upton Eddis,
Don Eddy,
Albert Edelfelt,
Charles Edenshaw,
Harold Edgerton,
Francis William Edmonds,
William Edmondson,
Henry Edridge,
Allan Edson,
Edwin Edwards,
George Wharton Edwards,
Melvin Edwards,
Gerbrand van den Eeckhout,
Andries van Eertvelt,
Juan Egenau Moore,
Karl von Egeri,
Augustus Leopold Egg,
Maude Kaufman Eggemeyer,
Vilmos Egger,
Albin Egger-Lienz,
William Eggleston,
Bob Eggleton,
William Maw Egley,
Jozsef Egry,
John Whetten Ehninger,
Wilhelm Schubert van Ehrenberg,
Georg Dionysius Ehret,
Fritz Eichenberg,
Jacob Eichholtz,
Gustave Eiffel,
Louis Eilshemius,
Charles Dominique Eisen,
Alfred Eisenstaedt,
James Eisentrager,
Will Eisner,
Ichirakutei Eisui,
Kikugawa Eizan,
Dale Eldred,
Olafur Eliasson,
Pieter Janssens Elinga,
Ger van Elk,
Florence Cooney Ellerhusen,
Charles Loring Elliott,
Walter Ellison,
Elmgreen and Dragset,
Alfred Elmore,
Larry Elmore,
Adam Elsheimer,
Arthur John Elsley,
Gil Elvgren,
Peter Henry Emerson,
Lin Emery,
Tracey Emin,
Lydia Field Emmet,
Alfred Edward Emslie,
Magnus Enckell,
Thomas Ender,
Cornelis Engebrechtsz.,
George Engleheart,
Enjaku,
Delphin Enjolras,
Kabukido Enkyo,
John J. Enneking,
James Ensor,
Epiktetos,
Epimenes,
